sampleID	family_number	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy	marker_lineage	number_genomes	number_markers	number_marker_sets	completeness	contamination	strain_heterogeneity	genome_size_bp	number_ambiguous_bases	number_scaffolds	number_contigs	n50_scaffolds	n50_contigs	mean_scaffold_length_bp	mean_contig_length_bp	longest_scaffold_bp	longest_contig_bp	gc	gc_std_scaffolds_1kbp	coding_density	translation_table	number_predicted_genes	x0	x1	x2	x3	x4	x5	genome	parent	class	order	family	genus	species
MMO-31	2678	contig00009	contig00009 len=111362 cov=51.5 corr=0 origname=NODE_9_length_111362_cov_51.545685_pilon sw=shovill-spades/1.1.0 date=20220826	opine-like-metallophore	Others	NA	NA	g__Staphylococcus (UID294)	60	773	178	99.81	0	0	2445171	0	70	70	210170	210170	34931	34931	431096	431096	32	5.73	83.2	11	2287	1	772	0	0	0	0	Isolate assembled genome	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis
USHLN226	2678	contig00004	contig00004 len=178052 cov=47.1 corr=0 origname=NODE_4_length_178052_cov_47.128087_pilon sw=shovill-spades/1.1.0 date=20220829	opine-like-metallophore	Others	NA	NA	g__Staphylococcus (UID294)	60	773	178	99.67	0.09	0	2536184	0	109	109	118026	118026	23267	23267	293571	293571	32	5.41	83.19	11	2402	2	770	1	0	0	0	Isolate assembled genome	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis
ERR3376858.1	2690	k141_21836	k141_21836	terpene.NRPS	Others	NA	NA	g__Pseudomonas (UID4550)	78	1044	368	99.12	0.05	0	6078015	0	25	25	351863	351863	243120	243120	646323	646323	60.1	0.94	88.35	11	5435	23	1020	1	0	0	0	Metagenome assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E koreensis_B
ERR3376862.6	2690	k141_4656	k141_4656	terpene.NRPS	Others	NA	NA	g__Pseudomonas (UID4550)	78	1044	368	91.24	0.05	0	5181029	0	36	36	224615	224615	143917	143917	670671	670671	60	1.04	88.5	11	4611	82	961	1	0	0	0	Metagenome assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E koreensis_B
BGC0002076	2694	BGC0002076	"Pseudomonas jessenii strain EC-S101 contig_000000000006, whole genome shotgun sequence"	butyrolactone	Others	Pseudomonas jessenii	"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR3376858.1	2694	k141_63825	k141_63825	hserlactone.butyrolactone	Others	NA	NA	g__Pseudomonas (UID4550)	78	1044	368	99.12	0.05	0	6078015	0	25	25	351863	351863	243120	243120	646323	646323	60.1	0.94	88.35	11	5435	23	1020	1	0	0	0	Metagenome assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E koreensis_B
ERR3376862.6	2694	k141_71717	k141_71717	hserlactone.butyrolactone	Others	NA	NA	g__Pseudomonas (UID4550)	78	1044	368	91.24	0.05	0	5181029	0	36	36	224615	224615	143917	143917	670671	670671	60	1.04	88.5	11	4611	82	961	1	0	0	0	Metagenome assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E koreensis_B
ERR3376858.1	2716	k141_58813	k141_58813	arylpolyene	Others	NA	NA	g__Pseudomonas (UID4550)	78	1044	368	99.12	0.05	0	6078015	0	25	25	351863	351863	243120	243120	646323	646323	60.1	0.94	88.35	11	5435	23	1020	1	0	0	0	Metagenome assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E koreensis_B
ERR3376862.6	2716	k141_28063	k141_28063	arylpolyene	Others	NA	NA	g__Pseudomonas (UID4550)	78	1044	368	91.24	0.05	0	5181029	0	36	36	224615	224615	143917	143917	670671	670671	60	1.04	88.5	11	4611	82	961	1	0	0	0	Metagenome assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E koreensis_B
ERR3376864.4	2716	k141_4460	k141_4460	arylpolyene	Others	NA	NA	f__Pseudomonadaceae (UID4490)	183	843	320	95.52	1.94	11.11	6192073	0	34	34	304319	304319	182119	182119	543201	543201	63	0.99	88.84	11	5681	35	799	9	0	0	0	Metagenome assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E protegens
USMM045	2716	contig00002	contig00002 len=443430 cov=34.4 corr=0 origname=NODE_2_length_443430_cov_34.400411_pilon sw=shovill-spades/1.1.0 date=20221108	arylpolyene	Others	NA	NA	g__Pseudomonas (UID4550)	78	1044	368	99.8	1.18	0	6338975	0	157	157	220636	220636	40375	40375	641265	641265	59.8	3.53	88.8	11	5795	2	1035	7	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E paracarnis
USMM046	2716	contig00004	contig00004 len=320470 cov=36.0 corr=0 origname=NODE_4_length_320470_cov_35.977928_pilon sw=shovill-spades/1.1.0 date=20221108	arylpolyene	Others	NA	NA	g__Pseudomonas (UID4550)	78	1044	368	99.8	1.18	0	6341088	0	165	165	184184	184184	38430	38430	640946	640946	59.8	3.4	88.78	11	5792	2	1035	7	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E paracarnis
USMM047	2716	contig00002	contig00002 len=443615 cov=40.1 corr=0 origname=NODE_2_length_443615_cov_40.145045_pilon sw=shovill-spades/1.1.0 date=20221108	arylpolyene	Others	NA	NA	g__Pseudomonas (UID4550)	78	1044	368	99.8	1.18	0	6339327	0	158	158	220597	220597	40122	40122	640946	640946	59.8	3.48	88.81	11	5796	2	1035	7	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E paracarnis
USMM048	2716	contig00009	contig00009 len=226198 cov=40.9 corr=1 origname=NODE_9_length_226198_cov_40.895138_pilon sw=shovill-spades/1.1.0 date=20221108	arylpolyene	Others	NA	NA	g__Pseudomonas (UID4550)	78	1044	368	99.8	1.18	0	6340958	0	160	160	210564	210564	39630	39630	640946	640946	59.8	3.61	88.79	11	5791	2	1035	7	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E paracarnis
ERR3376864.4	2726	k141_20141	k141_20141	hserlactone	Others	NA	NA	f__Pseudomonadaceae (UID4490)	183	843	320	95.52	1.94	11.11	6192073	0	34	34	304319	304319	182119	182119	543201	543201	63	0.99	88.84	11	5681	35	799	9	0	0	0	Metagenome assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E protegens
ERR3376864.4	2727	k141_20141	k141_20141	phosphonate	Others	NA	NA	f__Pseudomonadaceae (UID4490)	183	843	320	95.52	1.94	11.11	6192073	0	34	34	304319	304319	182119	182119	543201	543201	63	0.99	88.84	11	5681	35	799	9	0	0	0	Metagenome assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E protegens
ERR3376864.4	2731	k141_58045	k141_58045	NRP-metallophore.NRPS	Others	NA	NA	f__Pseudomonadaceae (UID4490)	183	843	320	95.52	1.94	11.11	6192073	0	34	34	304319	304319	182119	182119	543201	543201	63	0.99	88.84	11	5681	35	799	9	0	0	0	Metagenome assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E protegens
ERR4065CAT_bins.2	2750	k141_52021	k141_52021	NRP-metallophore.NRPS	Others	NA	NA	c__Gammaproteobacteria (UID4754)	541	304	171	97.04	0	0	4611650	0	40	40	195842	195842	115291	115291	499987	499987	61.7	1.34	87.67	11	4171	21	283	0	0	0	0	Metagenome assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Aeromonas	Aeromonas hydrophila
MMO-14	2750	contig00001	contig00001 len=789382 cov=41.0 corr=0 origname=NODE_1_length_789382_cov_41.040498_pilon sw=shovill-spades/1.1.0 date=20220813	NRP-metallophore.NRPS	Others	NA	NA	c__Gammaproteobacteria (UID4754)	541	304	171	99.97	0	0	4920809	0	129	129	295155	295155	38145	38145	789382	789382	61.2	4.24	87.25	11	4445	1	303	0	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Aeromonas	Aeromonas hydrophila
MMO-36	2750	contig00001	contig00001 len=772797 cov=35.0 corr=0 origname=NODE_1_length_772797_cov_34.953644_pilon sw=shovill-spades/1.1.0 date=20220826	NRP-metallophore.NRPS	Others	NA	NA	c__Gammaproteobacteria (UID4754)	541	304	171	99.97	0	0	4900744	0	109	109	295163	295163	44960	44960	772797	772797	61.3	4.27	87.33	11	4417	1	303	0	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Aeromonas	Aeromonas hydrophila
MMO-41	2750	contig00001	contig00001 len=772065 cov=39.5 corr=0 origname=NODE_1_length_772065_cov_39.473883_pilon sw=shovill-spades/1.1.0 date=20220826	NRP-metallophore.NRPS	Others	NA	NA	c__Gammaproteobacteria (UID4754)	541	304	171	99.97	0	0	4904670	0	138	138	259660	259660	35541	35541	772065	772065	61.3	4.33	87.31	11	4430	1	303	0	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Aeromonas	Aeromonas hydrophila
MMO-44	2750	contig00001	contig00001 len=772578 cov=36.9 corr=0 origname=NODE_1_length_772578_cov_36.946657_pilon sw=shovill-spades/1.1.0 date=20220826	NRP-metallophore.NRPS	Others	NA	NA	c__Gammaproteobacteria (UID4754)	541	304	171	99.97	0	0	4903453	0	132	132	295163	295163	37147	37147	772578	772578	61.3	4.51	87.31	11	4431	1	303	0	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Aeromonas	Aeromonas hydrophila
S242	2750	contig00007	contig00007 len=164837 cov=5.3 corr=0 origname=NODE_7_length_164837_cov_5.343475_pilon sw=shovill-spades/1.1.0 date=20220627	NRP-metallophore.NRPS	Others	NA	NA	c__Gammaproteobacteria (UID4754)	541	304	171	99.97	0.58	0	4805224	0	197	197	160349	160349	24392	24392	574050	574050	61.2	3.91	87.53	11	4397	1	302	1	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Aeromonas	Aeromonas hydrophila
USHLN021	2750	contig00003	contig00003 len=382056 cov=28.9 corr=0 origname=NODE_3_length_382056_cov_28.901522_pilon sw=shovill-spades/1.1.0 date=20220828	NRP-metallophore.NRPS	Others	NA	NA	c__Gammaproteobacteria (UID4754)	541	304	171	99.97	0	0	4775234	0	157	157	227693	227693	30415	30415	454825	454825	61.5	2.98	87.63	11	4372	1	303	0	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Aeromonas	Aeromonas hydrophila
ERR4065CAT_bins.3	2759	k141_25889	k141_25889	NRP-metallophore.NRPS	Others	NA	NA	o__Pseudomonadales (UID4488)	185	812	308	99.22	3.93	16.28	5898450	0	315	315	45643	45643	18725	18725	127864	127864	64.7	2.12	89.89	11	5546	4	767	40	1	0	0	Metagenome assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E mosselii
ERR4065CAT_bins.3	2766	k141_45556	k141_45556	CDPS.NRP-metallophore.NRPS	Others	NA	NA	o__Pseudomonadales (UID4488)	185	812	308	99.22	3.93	16.28	5898450	0	315	315	45643	45643	18725	18725	127864	127864	64.7	2.12	89.89	11	5546	4	767	40	1	0	0	Metagenome assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E mosselii
ERR4065CAT_bins.3	2774	k141_9931	k141_9931	phosphonate	Others	NA	NA	o__Pseudomonadales (UID4488)	185	812	308	99.22	3.93	16.28	5898450	0	315	315	45643	45643	18725	18725	127864	127864	64.7	2.12	89.89	11	5546	4	767	40	1	0	0	Metagenome assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E mosselii
HN003	2787	contig00012	contig00012 len=210601 cov=39.8 corr=0 origname=NODE_12_length_210601_cov_39.804523_pilon sw=shovill-spades/1.1.0 date=20220624	phenazine	Others	NA	NA	f__Enterobacteriaceae (UID5054)	223	875	305	100	0.68	0	5071515	0	75	75	348912	348912	67620	67620	538138	538138	54.9	2.53	86.03	11	4728	0	870	5	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea agglomerans
HN020	2804	contig00002	contig00002 len=543025 cov=35.5 corr=0 origname=NODE_2_length_543025_cov_35.501976_pilon sw=shovill-spades/1.1.0 date=20220624	betalactone	Others	NA	NA	f__Moraxellaceae (UID4680)	86	689	365	100	0.34	50	3589279	0	41	41	346892	346892	87543	87543	818565	818565	41.5	3.28	86.66	11	3412	0	687	2	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter johnsonii
HN020	2806	contig00008	contig00008 len=134612 cov=36.9 corr=0 origname=NODE_8_length_134612_cov_36.939391_pilon sw=shovill-spades/1.1.0 date=20220624	arylpolyene	Others	NA	NA	f__Moraxellaceae (UID4680)	86	689	365	100	0.34	50	3589279	0	41	41	346892	346892	87543	87543	818565	818565	41.5	3.28	86.66	11	3412	0	687	2	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter johnsonii
AS167	2808	contig00002	contig00002 len=660729 cov=40.2 corr=0 origname=NODE_2_length_660729_cov_40.203473_pilon sw=shovill-spades/1.1.0 date=20220624	arylpolyene	Others	NA	NA	f__Moraxellaceae (UID4680)	86	689	365	99.93	1.23	0	4370714	0	95	95	371111	371111	46007	46007	699781	699781	37.7	4.83	84.13	11	4058	1	682	6	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA
HN020	2808	contig00015	contig00015 len=53580 cov=35.3 corr=0 origname=NODE_15_length_53580_cov_35.295891_pilon sw=shovill-spades/1.1.0 date=20220624	arylpolyene	Others	NA	NA	f__Moraxellaceae (UID4680)	86	689	365	100	0.34	50	3589279	0	41	41	346892	346892	87543	87543	818565	818565	41.5	3.28	86.66	11	3412	0	687	2	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter johnsonii
HN047	2808	contig00008	contig00008 len=258613 cov=39.8 corr=0 origname=NODE_8_length_258613_cov_39.840044_pilon sw=shovill-spades/1.1.0 date=20220624	arylpolyene	Others	NA	NA	f__Moraxellaceae (UID4680)	86	689	365	99.69	0.66	0	3797551	0	81	81	358797	358797	46883	46883	453183	453183	38.3	4.78	88.31	11	3701	2	683	4	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter modestus
HN068	2808	contig00001	contig00001 len=721982 cov=36.5 corr=0 origname=NODE_1_length_721982_cov_36.468325_pilon sw=shovill-spades/1.1.0 date=20220624	arylpolyene	Others	NA	NA	f__Moraxellaceae (UID4680)	86	689	365	99.96	0.55	0	3905531	0	78	78	373175	373175	50070	50070	721982	721982	38.3	3.76	88.08	11	3849	1	686	2	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter modestus
HN105	2808	contig00012	contig00012 len=153084 cov=30.8 corr=0 origname=NODE_12_length_153084_cov_30.833650_pilon sw=shovill-spades/1.1.0 date=20220828	arylpolyene	Others	NA	NA	f__Moraxellaceae (UID4680)	86	689	365	99.93	2.03	0	4631744	0	103	103	226098	226098	44968	44968	623276	623276	37.9	3.87	85.17	11	4372	1	678	9	1	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter bereziniae
HN126	2808	contig00002	contig00002 len=751150 cov=41.0 corr=0 origname=NODE_2_length_751150_cov_40.976963_pilon sw=shovill-spades/1.1.0 date=20220625	arylpolyene	Others	NA	NA	f__Moraxellaceae (UID4680)	86	689	365	99.96	0.55	0	3849786	0	51	51	751150	751150	75486	75486	1196642	1196642	38.4	4.11	88.05	11	3782	1	686	2	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter modestus
HN127	2808	contig00002	contig00002 len=750298 cov=36.4 corr=0 origname=NODE_2_length_750298_cov_36.408647_pilon sw=shovill-spades/1.1.0 date=20220625	arylpolyene	Others	NA	NA	f__Moraxellaceae (UID4680)	86	689	365	99.96	0.55	0	3848392	0	50	50	750298	750298	76967	76967	1195390	1195390	38.3	4.68	88.06	11	3784	1	686	2	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter modestus
HN132	2808	contig00003	contig00003 len=466804 cov=45.2 corr=0 origname=NODE_3_length_466804_cov_45.216611_pilon sw=shovill-spades/1.1.0 date=20220828	arylpolyene	Others	NA	NA	f__Moraxellaceae (UID4680)	86	689	365	99.96	0.55	0	3621917	0	98	98	273786	273786	36958	36958	500870	500870	38.4	2.69	88.24	11	3522	1	686	2	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter modestus
USHLN143	2808	contig00003	contig00003 len=110649 cov=39.0 corr=0 origname=NODE_3_length_110649_cov_38.954667_pilon sw=shovill-spades/1.1.0 date=20221107	arylpolyene	Others	NA	NA	f__Moraxellaceae (UID4680)	86	689	365	99.93	0.13	0	3557971	0	487	487	40930	40930	7305	7305	196399	196399	42.6	4.54	84.38	11	3642	1	686	2	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter fasciculus
AS139	2811	contig00005	contig00005 len=403390 cov=38.8 corr=0 origname=NODE_5_length_403390_cov_38.784601_pilon sw=shovill-spades/1.1.0 date=20220624	hserlactone	Others	NA	NA	f__Enterobacteriaceae (UID5054)	223	875	305	100	0.44	0	4828431	0	89	89	432218	432218	54252	54252	1049147	1049147	55	1.19	86.66	11	4436	0	871	4	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea agglomerans
AS142	2811	contig00001	contig00001 len=1009145 cov=38.2 corr=0 origname=NODE_1_length_1009145_cov_38.210184_pilon sw=shovill-spades/1.1.0 date=20220624	hserlactone	Others	NA	NA	f__Enterobacteriaceae (UID5054)	223	875	305	100	0.3	0	4699479	0	62	62	303619	303619	75798	75798	1009145	1009145	54.3	2.39	85.65	11	4387	0	872	3	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	NA
HN003	2811	contig00003	contig00003 len=464653 cov=30.6 corr=0 origname=NODE_3_length_464653_cov_30.552699_pilon sw=shovill-spades/1.1.0 date=20220624	hserlactone	Others	NA	NA	f__Enterobacteriaceae (UID5054)	223	875	305	100	0.68	0	5071515	0	75	75	348912	348912	67620	67620	538138	538138	54.9	2.53	86.03	11	4728	0	870	5	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea agglomerans
HN022	2811	contig00001	contig00001 len=1575888 cov=26.2 corr=0 origname=NODE_1_length_1575888_cov_26.158552_pilon sw=shovill-spades/1.1.0 date=20220624	hserlactone	Others	NA	NA	f__Enterobacteriaceae (UID5054)	223	875	305	100	0.36	0	4939142	0	73	73	539596	539596	67659	67659	1575888	1575888	55.1	2.55	86.39	11	4555	0	872	3	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea agglomerans
USHLN298	2811	contig00001	contig00001 len=971467 cov=48.2 corr=0 origname=NODE_1_length_971467_cov_48.234411_pilon sw=shovill-spades/1.1.0 date=20221108	hserlactone	Others	NA	NA	f__Enterobacteriaceae (UID5054)	223	874	303	100	0.41	0	4776404	0	46	46	575499	575499	103834	103834	971467	971467	56	1.33	86.62	11	4304	0	872	1	1	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea sp002434205
HN022	2813	contig00002	contig00002 len=574723 cov=33.6 corr=0 origname=NODE_2_length_574723_cov_33.560987_pilon sw=shovill-spades/1.1.0 date=20220624	hserlactone	Others	NA	NA	f__Enterobacteriaceae (UID5054)	223	875	305	100	0.36	0	4939142	0	73	73	539596	539596	67659	67659	1575888	1575888	55.1	2.55	86.39	11	4555	0	872	3	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea agglomerans
AS085	2814	contig00008	contig00008 len=208753 cov=44.4 corr=0 origname=NODE_8_length_208753_cov_44.402378_pilon sw=shovill-spades/1.1.0 date=20220624	NRP-metallophore.NRPS	Others	NA	NA	f__Enterobacteriaceae (UID5054)	223	875	305	100	0.58	0	4866969	0	89	89	424945	424945	54685	54685	1268095	1268095	55.2	1.53	86.55	11	4504	0	870	5	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea agglomerans
AS129	2814	contig00004	contig00004 len=440870 cov=45.3 corr=0 origname=NODE_4_length_440870_cov_45.325765_pilon sw=shovill-spades/1.1.0 date=20220624	NRP-metallophore.NRPS	Others	NA	NA	f__Enterobacteriaceae (UID5054)	223	875	305	100	0.19	0	4887144	0	70	70	649680	649680	69816	69816	2129047	2129047	55.1	1.42	86.5	11	4494	0	873	2	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea agglomerans
AS139	2814	contig00008	contig00008 len=190774 cov=47.8 corr=0 origname=NODE_8_length_190774_cov_47.797234_pilon sw=shovill-spades/1.1.0 date=20220624	NRP-metallophore.NRPS	Others	NA	NA	f__Enterobacteriaceae (UID5054)	223	875	305	100	0.44	0	4828431	0	89	89	432218	432218	54252	54252	1049147	1049147	55	1.19	86.66	11	4436	0	871	4	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea agglomerans
AS142	2814	contig00004	contig00004 len=312708 cov=44.4 corr=0 origname=NODE_4_length_312708_cov_44.402627_pilon sw=shovill-spades/1.1.0 date=20220624	NRP-metallophore.NRPS	Others	NA	NA	f__Enterobacteriaceae (UID5054)	223	875	305	100	0.3	0	4699479	0	62	62	303619	303619	75798	75798	1009145	1009145	54.3	2.39	85.65	11	4387	0	872	3	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	NA
HN003	2814	contig00004	contig00004 len=444718 cov=41.1 corr=0 origname=NODE_4_length_444718_cov_41.144728_pilon sw=shovill-spades/1.1.0 date=20220624	NRP-metallophore.NRPS	Others	NA	NA	f__Enterobacteriaceae (UID5054)	223	875	305	100	0.68	0	5071515	0	75	75	348912	348912	67620	67620	538138	538138	54.9	2.53	86.03	11	4728	0	870	5	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea agglomerans
