BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0000695	BGC0000695	Micromonospora olivasterospora fortimicin biosynthesis gene cluster, strain DSM 43868	indole	Others	Micromonospora olivasterospora	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora
BGC0000698	BGC0000698	Streptomyces hygroscopicus strain NRRL 2388 hygromycin A biosynthetic gene cluster, complete sequence		Others	Streptomyces hygroscopicus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces violaceusniger group
BGC0000700	BGC0000700	Streptomyces tenjimariensis istamycin biosynthesis cluster, strain ATCC 31603	melanin.amglyccycl	Others	Streptomyces tenjimariensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000706	BGC0000706	Streptomyces kanamyceticus kanamycin biosynthetic gene cluster, clone: pKM7		Others	Streptomyces kanamyceticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000707	BGC0000707	Streptomyces kasugaensis DNA, kasugamycin biosynthesis responsible gene region, partial and complete cds		Others	Streptomyces kasugaensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000712	BGC0000712	Streptomyces rimosus subsp. paromomycinus genomic region of the paromomycin biosynthesis gene cluster, strain NRRL 2455	NRPS-like.amglyccycl	Others	Streptomyces paromomycinus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000725	BGC0000725	Pseudomonas aeruginosa PAO1, complete genome		Others	Pseudomonas aeruginosa PAO1	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000728	BGC0000728	Klebsiella pneumoniae subsp. ozaenae capsular polysaccharides biosynthesis gene cluster, complete cds, strain: Kauffmann E5051		Others	Klebsiella pneumoniae subsp. ozaenae	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella/Raoultella group,Klebsiella
BGC0000729	BGC0000729	Klebsiella pneumoniae capsular polysaccharides biosynthesis gene cluster, complete cds, strain: NTUH-K9534		Others	Klebsiella pneumoniae	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella/Raoultella group,Klebsiella
BGC0000730	BGC0000730	Klebsiella pneumoniae capsular polysaccharides biosynthesis gene cluster, complete cds, strain: 889/50		Others	Klebsiella pneumoniae	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella/Raoultella group,Klebsiella
BGC0000731	BGC0000731	Klebsiella pneumoniae capsular polysaccharides biosynthesis gene cluster, complete cds, strain: NTUH-KP13		Others	Klebsiella pneumoniae	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella/Raoultella group,Klebsiella
BGC0000732	BGC0000732	Raoultella planticola capsular polysaccharides biosynthesis gene cluster, complete cds, strain: Stanley		Others	Raoultella planticola	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella/Raoultella group,Raoultella
BGC0000733	BGC0000733	Klebsiella pneumoniae capsular polysaccharides biosynthesis gene cluster, complete cds, strain: NTUH-KP35		Others	Klebsiella pneumoniae	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella/Raoultella group,Klebsiella
BGC0000734	BGC0000734	Pasteurella multocida capsule biosynthesis gene cluster, complete sequence		Others	Pasteurella multocida	Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella
BGC0000735	BGC0000735	Pasteurella multocida capsule biosynthesis gene cluster, complete sequence		Others	Pasteurella multocida	Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella
BGC0000736	BGC0000736	Pasteurella haemolytica capsule biosynthetic gene cluster, partial sequence		Others	Mannheimia haemolytica	Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia
BGC0000737	BGC0000737	Pasteurella multocida P934 region 2 capsule biosynthesis gene cluster, partial sequence		Others	Pasteurella multocida	Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella
BGC0000738	BGC0000738	Pasteurella multocida P1234 region 2 capsule biosynthesis gene cluster, partial sequence		Others	Pasteurella multocida	Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella
BGC0000739	BGC0000739	Pasteurella multocida P4218 region 2 capsule biosynthesis gene cluster, partial sequence		Others	Pasteurella multocida	Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella
BGC0000740	BGC0000740	Streptococcus agalactiae strain 090 capsular polysaccharide biosynthesis gene cluster, partial sequence		Others	Streptococcus agalactiae	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0000741	BGC0000741	Streptococcus agalactiae strain M781 capsular polysaccharide biosynthesis gene cluster, partial sequence		Others	Streptococcus agalactiae	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0000742	BGC0000742	Streptococcus agalactiae strain SS1214 capsular polysaccharide biosynthesis gene cluster, partial sequence		Others	Streptococcus agalactiae	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0000743	BGC0000743	Streptococcus agalactiae strain Prague 118754 capsular polysaccharide biosynthesis gene cluster, partial sequence		Others	Streptococcus agalactiae	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0000744	BGC0000744	Streptococcus agalactiae strain SG99/143 capsular polysaccharide biosynthesis gene cluster, partial sequence		Others	Streptococcus agalactiae	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0000745	BGC0000745	Streptococcus agalactiae strain GB00/031 capsular polysaccharide biosynthesis gene cluster, partial sequence		Others	Streptococcus agalactiae	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0000746	BGC0000746	Streptococcus agalactiae strain GB00/017 capsular polysaccharide biosynthesis gene cluster, partial sequence		Others	Streptococcus agalactiae	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0000747	BGC0000747	Streptococcus agalactiae strain FP6453 capsular polysaccharide biosynthesis gene cluster, partial sequence		Others	Streptococcus agalactiae	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0000748	BGC0000748	Streptococcus agalactiae strain SG99/276 capsular polysaccharide biosynthesis gene cluster, partial sequence		Others	Streptococcus agalactiae	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0000749	BGC0000749	Escherichia coli strain B44 K30 capsule biosynthesis gene cluster, partial sequence		Others	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
BGC0000751	BGC0000751	Actinobacillus pleuropneumoniae serotype 12 capsular polysaccharide biosynthesis gene cluster, partial sequence; and unknown gene		Others	Actinobacillus pleuropneumoniae	Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus
BGC0000752	BGC0000752	Actinobacillus pleuropneumoniae strain Femo serotype 6 capsular polysaccharide biosynthesis gene cluster, partial sequence		Others	Actinobacillus pleuropneumoniae serovar 6 str. Femo	Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus
BGC0000753	BGC0000753	Actinobacillus pleuropneumoniae isolate 72-14676 serotype 7 capsular polysaccharide biosynthesis gene cluster, partial sequence		Others	Actinobacillus pleuropneumoniae	Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus
BGC0000754	BGC0000754	Avibacterium paragallinarum strain TW95 capsule biosynthesis region 2 gene cluster, complete sequence		Others	Avibacterium paragallinarum	Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Avibacterium
BGC0000755	BGC0000755	Avibacterium paragallinarum strain 221 capsule biosynthesis region 2 gene cluster, complete sequence		Others	Avibacterium paragallinarum 221	Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Avibacterium
BGC0000756	BGC0000756	Avibacterium paragallinarum strain H18 capsule biosynthesis region 2 gene cluster, complete sequence		Others	Avibacterium paragallinarum	Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Avibacterium
BGC0000757	BGC0000757	Avibacterium paragallinarum strain TW07 capsule biosynthesis region 2 gene cluster, complete sequence		Others	Avibacterium paragallinarum	Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Avibacterium
BGC0000758	BGC0000758	Staphylococcus aureus M type 1 capsular polysaccharide biosynthesis gene cluster, complete sequence and unknown genes		Others	Staphylococcus aureus	Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
BGC0000759	BGC0000759	Sphingomonas sp. ATCC 53159 diutan polysaccharide synthesis gene cluster, partial sequence		Others	Sphingomonas sp. ATCC 53159	Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
BGC0000760	BGC0000760	Acinetobacter lwoffii wzc, wzb, wza, weeA, weeB, wceC, wzx, wzy, weeD, weeE, weeF, weeG, weeH, weeI, weeJ, weeK, galU, ugd, pgi, galE, pgm (partial) and mip (partial) genes (emulsan biosynthetic gene cluster), strain RAG-1		Others	Acinetobacter venetianus RAG-1 = CIP 110063	Bacteria,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter
BGC0000761	BGC0000761	Methylobacillus sp. 12S exopolysaccharide biosynthesis gene cluster, complete cds		Others	Methylobacillus sp. 12S	Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylobacillus,unclassified Methylobacillus
BGC0000762	BGC0000762	Rhizobium leguminosarum bv. viciae VF39 acidic exopolysaccharide biosynthesis gene cluster, complete sequence		Others	Rhizobium leguminosarum bv. viciae	Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium
BGC0000763	BGC0000763	Pantoea stewartii subsp. stewartii strain DC283 exopolysaccharaide biosynthesis gene cluster, complete sequence; GalF gene, complete cds; and GalE gene, partial cds		Others	Pantoea stewartii subsp. stewartii DC283	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea
BGC0000764	BGC0000764	Lactococcus lactis exopolysaccharide biosynthesis gene cluster, complete sequence; and unknown genes		Others	Lactococcus lactis	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
BGC0000765	BGC0000765	Lactobacillus johnsonii strain ATCC 33200 exopolysaccharide biosynthesis gene cluster, complete sequence		Others	Lactobacillus johnsonii	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
BGC0000766	BGC0000766	Lactobacillus johnsonii strain ATCC 11506 exopolysaccharide biosynthesis gene cluster, complete sequence		Others	Lactobacillus johnsonii	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
BGC0000767	BGC0000767	Lactobacillus johnsonii strain NCC 2767 exopolysaccharide biosynthesis gene cluster, complete sequence		Others	Lactobacillus johnsonii	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
BGC0000768	BGC0000768	Sphingomonas elodea strain ATCC 31461 gellan polysaccharide biosynthesis gene cluster, complete sequence		Others	Sphingomonas elodea ATCC 31461	Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
BGC0000769	BGC0000769	Mycobacterium avium strain A5 glycopeptidolipid biosynthesis gene cluster, partial sequence		Others	Mycobacterium avium subsp. hominissuis A5	Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium avium complex (MAC)
BGC0000770	BGC0000770	Campylobacter jejuni HB93-13 wlaII LOS biosynthesis gene cluster, partial sequence		Others	Campylobacter jejuni	Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter
BGC0000772	BGC0000772	Brucella melitensis strain 16M lipopolysaccharide O side chain biosynthesis gene cluster, complete sequence		Others	Brucella melitensis	Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella/Ochrobactrum group,Brucella
BGC0000773	BGC0000773	Escherichia coli O7-specific lipopolysaccharide biosynthesis gene cluster, complete sequence		Others	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
BGC0000774	BGC0000774	Xanthomonas campestris pv. campestris LPS biosynthetic cluster, partial sequence; and putative electron-transferring flavoprotein beta subunit (etfS) and putative electron-transferring flavoprotein alpha subunit (etfL) genes, complete cds		Others	Xanthomonas campestris pv. campestris	Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
BGC0000775	BGC0000775	Legionella pneumophila serogroup 1 lipopolysaccharide biosynthesis gene cluster		Others	Legionella pneumophila	Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
BGC0000776	BGC0000776	Escherichia coli waa gene cluster encoding the LPS R1 core biosynthesis region		Others	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
BGC0000777	BGC0000777	Escherichia coli wbb gene cluster encoding O6 LPS side chain biosynthesis region		Others	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
BGC0000778	BGC0000778	Aeromonas hydrophila strain AH-3 HldD (hldD), WahA (wahA), WaaL (waaL), WahB (wahB), WahC (wahC), WahD (wahD), and WahE (wahE) genes, complete cds		Others	Aeromonas piscicola	Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
BGC0000779	BGC0000779	Aeromonas hydrophila strain AH-3 WaaA (waaA), WahF (wahF), WaaE (waaE), WaaF (waaF), and CoaD (coaD) genes, complete cds		Others	Aeromonas piscicola	Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
BGC0000780	BGC0000780	Vibrio parahaemolyticus DNA, O and K-antigen biosynthesis gene cluster, strain: NIID 242-200		Others	Vibrio parahaemolyticus	Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
BGC0000781	BGC0000781	Pseudomonas aeruginosa strain IATS O6 RpsA (rpsA) gene, partial cds; Ihf-Beta, Wzz (wzz), and Wzx (wzx) genes, complete cds; and wbp gene cluster for O-antigen biosynthesis, complete sequence		Others	Pseudomonas aeruginosa	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000782	BGC0000782	Burkholderia pseudomallei putative dihydroorotase (pyrC) gene, partial cds; putative 1-acyl-sn-glycerol-3-phosphate acyltransferase (plsC), putative diadenosine tetraphosphatase (apaH), complete cds; type II O-antigen biosynthesis gene cluster, complete sequence; putative undecaprenyl phosphate N-acetylglucosaminyltransferase, and putative UDP-glucose 4-epimerase genes, complete cds; and putative galactosyl transferase gene, partial cds		Others	Burkholderia pseudomallei 1026b	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group
BGC0000783	BGC0000783	Xanthomonas oryzae pv. oryzae putative cystathionine gamma-lyase (metB) gene, partial cds; putative sugar nucleotide epimerase/dehydratase (wxoA), putative glycosyl transferase (wxoB), putative glycosyl transferase (wxoC), putative o-antigen acetylase (wxoD), putative ISXo8 transposase, putative IS1113 transposase (tnpX1), truncated putative transposase, putative ATP binding protein (wzt), and putative ABC transporter system integral membrane protein (wzm) genes, complete cds; and putative electron transferring flavoprotein alpha subunit (etfA) gene, partial cds		Others	Xanthomonas oryzae pv. oryzae	Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
BGC0000784	BGC0000784	Pseudomonas aeruginosa serotype 01 putative O-antigen biosynthesis gene cluster, partial sequence		Others	Pseudomonas aeruginosa	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000785	BGC0000785	Burkholderia mallei putative diadenosine tetraphosphatase (apaH), complete cds; O-antigen biosynthetic gene cluster, complete sequence; insertion sequence IS407, partial sequence		Others	Burkholderia mallei	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group
BGC0000786	BGC0000786	Edwardsiella ictaluri isolate 93-146 O antigen biosynthesis gene cluster, partial sequence; and IS1-like insertion sequence, complete sequence		Others	Edwardsiella ictaluri 93-146	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella
BGC0000787	BGC0000787	Escherichia coli serotype O127:K63(B8) O-antigen biosynthesis gene cluster, complete sequence		Others	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
BGC0000788	BGC0000788	Salmonella enterica subsp. salamae serovar Greenside UDP-GlcNAc 4-epimerase (gne), UDP-glucose pyrophosporylase (galF), complete cds; O-antigen gene cluster, complete sequence; 6-phosphogluconate dehydrogenase (gnd), putative GDP-colitose biosynthetic protein (col1), putative GDP-colitose biosynthetic protein (col2), UDP-glucose-6-dehydrogenase (ugd), O-antigen chain length determinant (wzz), and phosphoribosyl-AMP cyclohydrolase (hisI) genes, complete cds		Others	Salmonella enterica subsp. salamae serovar Greenside	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
BGC0000789	BGC0000789	Escherichia coli O24 O antigen gene cluster, complete sequence		Others	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
