Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,HN020_contigs,USMM068_contigs
group_272,,HTH araC/xylS-type domain-containing protein,1,1,1,1,472,,,,867,867,867,,GAHHJF_01855
group_271,,DUF333 domain-containing protein,1,1,1,1,471,,,,468,468,468,,GAHHJF_01510
mtnN,mtnN,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,1,1,1,1,470,,,,870,870,870,,GAHHJF_11220
group_270,,DUF1853 domain-containing protein,1,1,1,1,469,,,,870,870,870,,GAHHJF_11125
astD,astD,succinylglutamate-semialdehyde dehydrogenase,1,1,1,1,468,,,,1470,1470,1470,,GAHHJF_11285
group_269,,ADP-dependent (S)-NAD(P)H-hydrate dehydratase,1,1,1,1,467,,,,1470,1470,1470,,GAHHJF_01480
group_268,,Lrp/AsnC family transcriptional regulator,1,1,1,1,466,,,,471,471,471,,GAHHJF_01720
group_267,,Tryptophan synthase beta chain-like PALP domain-containing protein,1,1,1,1,465,,,,873,873,873,,GAHHJF_11345
gatA,gatA,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA,1,1,1,1,464,,,,1479,1479,1479,,GAHHJF_10970
group_266,,Phage-like protein,1,1,1,1,463,,,,471,471,471,BKCABM_11260,
group_265,,DUF3015 domain-containing protein,1,1,1,1,462,,,,471,471,471,BKCABM_05115,
group_264,,NLPA lipoprotein,1,1,1,1,461,,,,873,873,873,BKCABM_11125,
ntrC,ntrC,nitrogen regulation protein NR(I),1,1,1,1,460,,,,1476,1476,1476,,GAHHJF_02405
group_263,,Lytic transglycosylase domain-containing protein,1,1,1,1,459,,,,873,873,873,BKCABM_05215,
group_262,eamA,EamA domain-containing protein,1,1,1,1,458,,,,873,873,873,BKCABM_05170,
iscR,iscR,DNA-binding transcriptional regulator IscR family,1,1,1,1,457,,,,474,474,474,,GAHHJF_02230
group_261,,DUF2946 domain-containing protein,1,1,1,1,456,,,,474,474,474,,GAHHJF_01955
group_260,,Lipoprotein,1,1,1,1,455,,,,474,474,474,,GAHHJF_01820
group_259,,protein-tyrosine-phosphatase,1,1,1,1,454,,,,474,474,474,,GAHHJF_01560
glnG,glnG,nitrogen regulation protein NR(I),1,1,1,1,453,,,,1482,1482,1482,BKCABM_10720,
group_258,,Alpha/beta hydrolase,1,1,1,1,452,,,,876,876,876,,GAHHJF_11250
gatB,gatB,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB,1,1,1,1,451,,,,1488,1488,1488,,GAHHJF_10975
lysM,lysM,peptidoglycan-binding protein LysM,1,1,1,1,450,,,,477,477,477,,GAHHJF_10760
group_257,,DUF1833 domain-containing protein,1,1,1,1,449,,,,477,477,477,BKCABM_11225,
group_256,,Amino acid permease/ SLC12A domain-containing protein,1,1,1,1,448,,,,1494,1494,1494,,GAHHJF_11270
tsf,tsf,translation elongation factor Ts,1,1,1,1,447,,,,876,876,876,BKCABM_04840,
group_255,,DUF4331 domain-containing protein,1,1,1,1,446,,,,1494,1494,1494,,GAHHJF_01665
smpB,smpB,SsrA-binding protein SmpB,1,1,1,1,445,,,,477,477,477,BKCABM_05530,
greA,greA,transcription elongation factor GreA,1,1,1,1,444,,,,477,477,477,BKCABM_05355,
group_254,,Hcy-binding domain-containing protein,1,1,1,1,443,,,,879,879,879,,GAHHJF_02170
group_253,,Amino acid carrier protein,1,1,1,1,442,,,,1500,1500,1500,,GAHHJF_11040
group_252,,Cation/H+ exchanger domain-containing protein,1,1,1,1,441,,,,1500,1500,1500,BKCABM_05380,
group_251,,Type II secretion system protein M,1,1,1,1,440,,,,480,480,480,,GAHHJF_02645
group_250,,HTH asnC-type domain-containing protein,1,1,1,1,439,,,,480,480,480,,GAHHJF_02525
group_249,recX,Regulatory protein RecX,1,1,1,1,438,,,,480,480,480,,GAHHJF_02325
group_248,,DUF218 domain-containing protein,1,1,1,1,437,,,,882,882,882,,GAHHJF_11075
group_247,,Terminase small subunit,1,1,1,1,436,,,,480,480,480,BKCABM_11310,
group_246,,DUF2303 domain-containing protein,1,1,1,1,435,,,,882,882,882,BKCABM_11400,
trmL,trmL,tRNA (cytidine(34)-2'-O)-methyltransferase,1,1,1,1,434,,,,480,480,480,BKCABM_05735,
group_245,,Type II secretion system protein M,1,1,1,1,433,,,,480,480,480,BKCABM_04075,
ubiA,ubiA,4-hydroxybenzoate octaprenyltransferase,1,1,1,1,432,,,,882,882,882,BKCABM_05035,
group_244,,Aldehyde dehydrogenase,1,1,1,1,431,,,,1512,1512,1512,,GAHHJF_01390
group_243,,Transporter,1,1,1,1,430,,,,1518,1518,1518,BKCABM_04880,
group_242,,hypothetical protein,1,1,1,1,429,,,,888,888,888,,GAHHJF_02005
group_241,,Bile acid transporter,1,1,1,1,428,,,,888,888,888,BKCABM_11080,
group_240,,Uncharacterized protein ACIAD1444,1,1,1,1,427,,,,1530,1530,1530,,GAHHJF_02050
asnC,asnC,AsnC family transcriptional regulator,1,1,1,1,426,,,,486,486,486,BKCABM_10770,
group_239,,Fe-S protein,1,1,1,1,425,,,,486,486,486,BKCABM_05640,
group_238,,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex,1,1,1,1,424,,,,1533,1533,1533,,GAHHJF_01525
group_237,,putative chorismate pyruvate-lyase,1,1,1,1,423,,,,486,486,486,BKCABM_05040,
group_236,,HTH lysR-type domain-containing protein,1,1,1,1,422,,,,891,891,891,,GAHHJF_02135
group_235,eamA,EamA domain-containing protein,1,1,1,1,421,,,,891,891,891,,GAHHJF_01625
group_234,,3-hydroxyacyl-CoA dehydrogenase,1,1,1,1,420,,,,891,891,891,BKCABM_11120,
group_233,,HTH lysR-type domain-containing protein,1,1,1,1,419,,,,891,891,891,BKCABM_10525,
sucD,sucD,succinate--CoA ligase subunit alpha,1,1,1,1,418,,,,891,891,891,BKCABM_05425,
group_232,,Lipoprotein,1,1,1,1,417,,,,489,489,489,,GAHHJF_01430
group_231,fabZ,3-hydroxyacyl-ACP dehydratase FabZ,1,1,1,1,416,,,,489,489,489,,GAHHJF_02345
group_230,,Glutathione peroxidase,1,1,1,1,415,,,,489,489,489,,GAHHJF_01860
ilvA,ilvA,threonine ammonia-lyase biosynthetic,1,1,1,1,414,,,,1539,1539,1539,,GAHHJF_02455
hisJ,hisJ,ABC-type amino acid transport/signal transduction system periplasmic component/domain,1,1,1,1,413,,,,894,894,894,,GAHHJF_01745
group_229,,Phage tail protein,1,1,1,1,412,,,,489,489,489,BKCABM_11230,
fabZ,fabZ,3-hydroxyacyl-ACP dehydratase FabZ,1,1,1,1,411,,,,489,489,489,BKCABM_10660,
group_228,,HTH lysR-type domain-containing protein,1,1,1,1,410,,,,894,894,894,BKCABM_05665,
mreD,mreD,rod shape-determining protein MreD,1,1,1,1,409,,,,492,492,492,,GAHHJF_10950
tonB,tonB,Energy transducer TonB,1,1,1,1,408,,,,897,897,897,,GAHHJF_01645
group_227,,Methyltransferase type 11 domain-containing protein,1,1,1,1,407,,,,492,492,492,BKCABM_11425,
coaD,coaD,pantetheine-phosphate adenylyltransferase,1,1,1,1,406,,,,492,492,492,BKCABM_05525,
group_226,,DUF3426 domain-containing protein,1,1,1,1,405,,,,900,900,900,BKCABM_11095,
group_225,,Nudix hydrolase domain-containing protein,1,1,1,1,404,,,,900,900,900,BKCABM_04510,
group_224,,DUF1311 domain-containing protein,1,1,1,1,403,,,,900,900,900,BKCABM_04260,
group_223,,GGDEF domain-containing protein,1,1,1,1,402,,,,1578,1578,1578,BKCABM_04655,
greB,greB,transcription elongation factor GreB,1,1,1,1,401,,,,495,495,495,BKCABM_05195,
group_222,,HTH asnC-type domain-containing protein,1,1,1,1,400,,,,495,495,495,BKCABM_04930,
group_221,,DUF3465 domain-containing protein,1,1,1,1,399,,,,495,495,495,BKCABM_04835,
group_220,,Tetratricopeptide repeat-like domain-containing protein,1,1,1,1,398,,,,903,903,903,BKCABM_11160,
group_219,,Pyruvate carboxyltransferase domain-containing protein,1,1,1,1,397,,,,903,903,903,BKCABM_04230,
group_218,,Trimethylamine monooxygenase,1,1,1,1,396,,,,1593,1593,1593,BKCABM_05475,
group_217,,ChrR-like cupin domain-containing protein,1,1,1,1,395,,,,498,498,498,BKCABM_05075,
mmdA,mmdA,Acetyl-CoA carboxylase carboxyltransferase component,1,1,1,1,394,,,,1602,1602,1602,BKCABM_04215,
aceA,aceA,isocitrate lyase,1,1,1,1,393,,,,1605,1605,1605,BKCABM_05255,
ompH,ompH,OmpH family outer membrane protein,1,1,1,1,392,,,,501,501,501,,GAHHJF_02355
group_216,,XRE family transcriptional regulator,1,1,1,1,391,,,,501,501,501,BKCABM_11375,
group_215,,Neutral zinc metallopeptidase,1,1,1,1,390,,,,906,906,906,BKCABM_05390,
htpX,htpX,protease HtpX,1,1,1,1,389,,,,906,906,906,BKCABM_05220,
eamA,eamA,EamA domain-containing protein,1,1,1,1,388,,,,906,906,906,BKCABM_05175,
nadE,nadE,NAD+ synthase,1,1,1,1,387,,,,1626,1626,1626,BKCABM_05495,
group_214,lysR,LysR family transcriptional regulator,1,1,1,1,386,,,,909,909,909,BKCABM_10735,
group_213,,Type IV secretion protein Rhs,1,1,1,1,385,,,,507,507,507,BKCABM_05490,
group_212,,Long-chain fatty acid--CoA ligase,1,1,1,1,384,,,,1635,1635,1635,BKCABM_05080,
group_211,,tRNA-dihydrouridine(16) synthase,1,1,1,1,383,,,,912,912,912,,GAHHJF_10910
elsL,elsL,cell wall-recycling LD-carboxypeptidase ElsL,1,1,1,1,382,,,,510,510,510,,GAHHJF_11115
catM,catM,ciscis-muconate-binding transcription regulator CatM,1,1,1,1,381,,,,912,912,912,,GAHHJF_02045
benB,benB,benzoate 12-dioxygenase small subunit,1,1,1,1,380,,,,510,510,510,,GAHHJF_02080
group_210,,Alpha/beta hydrolase,1,1,1,1,379,,,,912,912,912,BKCABM_10560,
group_209,,AMP-binding protein,1,1,1,1,378,,,,1647,1647,1647,BKCABM_10865,
group_208,,Signal peptide-containing protein,1,1,1,1,377,,,,510,510,510,BKCABM_11140,
group_207,,Outer membrane protein,1,1,1,1,376,,,,510,510,510,BKCABM_10670,
group_206,,hypothetical protein,1,1,1,1,375,,,,513,513,513,,GAHHJF_10985
eptA,eptA,Phosphoethanolamine transferase eptA,1,1,1,1,374,,,,1656,1656,1656,,GAHHJF_02145
benM,benM,benzoate utilization transcription regulator BenM,1,1,1,1,373,,,,915,915,915,,GAHHJF_02090
group_205,,Major facilitator superfamily (MFS) profile domain-containing protein,1,1,1,1,372,,,,1662,1662,1662,,GAHHJF_11330
group_204,rraA,ribonuclease E activity regulator RraA,1,1,1,1,371,,,,513,513,513,BKCABM_10570,
group_203,,PIN domain-containing protein,1,1,1,1,370,,,,513,513,513,BKCABM_05285,
group_202,,SMI1/KNR4 family protein,1,1,1,1,369,,,,513,513,513,BKCABM_04335,
rraA,rraA,ribonuclease E activity regulator RraA,1,1,1,1,368,,,,516,516,516,,GAHHJF_02290
hscB,hscB,Fe-S protein assembly co-chaperone HscB,1,1,1,1,367,,,,516,516,516,,GAHHJF_02250
group_201,,Small-conductance mechanosensitive channel,1,1,1,1,366,,,,1674,1674,1674,,GAHHJF_11360
argF,argF,ornithine carbamoyltransferase,1,1,1,1,365,,,,921,921,921,,GAHHJF_02415
group_200,,HK97-gp10 family putative phage morphogenesis protein,1,1,1,1,364,,,,519,519,519,BKCABM_11270,
group_199,,AMP-binding protein,1,1,1,1,363,,,,1689,1689,1689,BKCABM_04200,
group_198,,Protein/nucleic acid deglycase 2,1,1,1,1,362,,,,519,519,519,BKCABM_04465,
group_197,,Phage terminase-like protein large subunit,1,1,1,1,361,,,,1692,1692,1692,BKCABM_11305,
group_196,,HTH lysR-type domain-containing protein,1,1,1,1,360,,,,924,924,924,,GAHHJF_11005
group_195,,Zinc finger/thioredoxin putative domain-containing protein,1,1,1,1,359,,,,522,522,522,,GAHHJF_04515
group_194,,Tetratricopeptide repeat protein,1,1,1,1,358,,,,924,924,924,,GAHHJF_01895
ttcA,ttcA,tRNA 2-thiocytidine(32) synthetase TtcA,1,1,1,1,357,,,,924,924,924,BKCABM_05210,
moaCB,moaCB,bifunctional molybdenum cofactor biosynthesis protein MoaC/MoaB,1,1,1,1,356,,,,924,924,924,BKCABM_04750,
group_193,,Tetratricopeptide repeat protein,1,1,1,1,355,,,,1710,1710,1710,BKCABM_05565,
proS,proS,proline--tRNA ligase,1,1,1,1,354,,,,1713,1713,1713,,GAHHJF_11180
group_192,,AAA+ ATPase domain-containing protein,1,1,1,1,353,,,,1713,1713,1713,,GAHHJF_01370
yecA,yecA,YecA family protein,1,1,1,1,352,,,,525,525,525,BKCABM_05675,
group_191,,Band 7 domain-containing protein,1,1,1,1,351,,,,1713,1713,1713,BKCABM_05415,
group_190,,Chromate transporter,1,1,1,1,350,,,,528,528,528,,GAHHJF_11015
yedI,yedI,Inner membrane protein YedI,1,1,1,1,349,,,,927,927,927,BKCABM_05395,
xerC,xerC,Tyrosine recombinase XerC,1,1,1,1,348,,,,927,927,927,BKCABM_04945,
group_189,,Histidine kinase,1,1,1,1,347,,,,927,927,927,BKCABM_04595,
group_188,,DUF4468 domain-containing protein,1,1,1,1,346,,,,528,528,528,BKCABM_11245,
group_187,,Glycine zipper 2TM domain-containing protein,1,1,1,1,345,,,,528,528,528,BKCABM_10930,
group_186,,DUF3592 domain-containing protein,1,1,1,1,344,,,,528,528,528,BKCABM_05385,
group_185,,CheW-like domain-containing protein,1,1,1,1,343,,,,531,531,531,,GAHHJF_11150
group_184,,HEAT repeat domain-containing protein,1,1,1,1,342,,,,930,930,930,,GAHHJF_01995
group_183,,HTH lysR-type domain-containing protein,1,1,1,1,341,,,,930,930,930,,GAHHJF_01795
group_182,,Phage-like protein,1,1,1,1,340,,,,534,534,534,BKCABM_11255,
group_181,,Lipoprotein,1,1,1,1,339,,,,534,534,534,BKCABM_10840,
group_180,,SCP2 domain-containing protein,1,1,1,1,338,,,,534,534,534,BKCABM_05700,
group_179,,Bacterial type II secretion system protein E domain-containing protein,1,1,1,1,337,,,,1758,1758,1758,BKCABM_04535,
group_178,,rhodanese-related sulfurtransferase,1,1,1,1,336,,,,933,933,933,BKCABM_05645,
group_177,,Alkaline phosphatase D family protein,1,1,1,1,335,,,,1767,1767,1767,BKCABM_05295,
rluB,rluB,23S rRNA pseudouridine(2605) synthase RluB,1,1,1,1,334,,,,936,936,936,,GAHHJF_10815
group_176,,DUF2157 domain-containing protein,1,1,1,1,333,,,,1785,1785,1785,BKCABM_05625,
group_175,,HTH araC/xylS-type domain-containing protein,1,1,1,1,332,,,,936,936,936,,GAHHJF_02205
catA,catA,catechol 12-dioxygenase,1,1,1,1,331,,,,936,936,936,,GAHHJF_02060
fixB,fixB,Electron transfer flavoprotein alpha subunit FixB,1,1,1,1,330,,,,936,936,936,BKCABM_04915,
group_174,,ABC transporter domain-containing protein,1,1,1,1,329,,,,936,936,936,BKCABM_04790,
group_173,,Abortive infection protein-like C-terminal domain-containing protein,1,1,1,1,328,,,,939,939,939,,GAHHJF_10980
group_172,,Sigma-54 factor interaction domain-containing protein,1,1,1,1,327,,,,1803,1803,1803,,GAHHJF_02105
padR,padR,Transcription regulator PadR N-terminal domain-containing protein,1,1,1,1,326,,,,540,540,540,BKCABM_10555,
ppnK,ppnK,NAD(+) kinase,1,1,1,1,325,,,,939,939,939,BKCABM_04495,
group_171,,DOMON-like domain-containing protein,1,1,1,1,324,,,,540,540,540,BKCABM_05335,
group_170,,Tyrosine specific protein phosphatases domain-containing protein,1,1,1,1,323,,,,540,540,540,BKCABM_04775,
hcpD,hcpD,Putative beta-lactamase HcpD,1,1,1,1,322,,,,1809,1809,1809,BKCABM_11065,
group_169,,Serine acetyltransferase,1,1,1,1,321,,,,543,543,543,BKCABM_04640,
group_168,,HTH cro/C1-type domain-containing protein,1,1,1,1,320,,,,546,546,546,,GAHHJF_01620
group_167,,GNAT family N-acetyltransferase,1,1,1,1,319,,,,546,546,546,,GAHHJF_01605
group_166,,hypothetical protein,1,1,1,1,318,,,,546,546,546,BKCABM_11340,
group_165,,DUF2062 domain-containing protein,1,1,1,1,317,,,,549,549,549,,GAHHJF_11215
group_164,,Sialate O-acetylesterase domain-containing protein,1,1,1,1,316,,,,1842,1842,1842,BKCABM_11210,
group_163,,RCK N-terminal domain-containing protein,1,1,1,1,315,,,,1842,1842,1842,BKCABM_04660,
group_162,,PNPLA domain-containing protein,1,1,1,1,314,,,,951,951,951,,GAHHJF_11035
hscA,hscA,Fe-S protein assembly chaperone HscA,1,1,1,1,310,,,,1863,1863,1863,,GAHHJF_02255
group_160,,Tetratricopeptide repeat protein,1,1,1,1,308,,,,549,549,549,BKCABM_04505,
ppiC,ppiC,PpiC domain-containing protein,1,1,1,1,307,,,,1869,1869,1869,,GAHHJF_02210
prs,prs,Phosphoribosylpyrophosphate synthetase,1,1,1,1,301,,,,954,954,954,BKCABM_05600,
group_159,,Serine aminopeptidase S33 domain-containing protein,1,1,1,1,299,,,,957,957,957,,GAHHJF_01380
group_158,,DUF4105 domain-containing protein,1,1,1,1,298,,,,1884,1884,1884,BKCABM_05110,
rpoD,rpoD,RNA polymerase sigma factor RpoD,1,1,1,1,294,,,,1887,1887,1887,BKCABM_05685,
ftsH,ftsH,ATP-dependent zinc metalloprotease FtsH,1,1,1,1,290,,,,1893,1893,1893,BKCABM_05320,
group_156,,TauD/TfdA-like domain-containing protein,1,1,1,1,289,,,,957,957,957,BKCABM_04870,
group_154,,Solute-binding protein family 3/N-terminal domain-containing protein,1,1,1,1,285,,,,960,960,960,BKCABM_10905,
group_153,frr,ribosome recycling factor,1,1,1,1,284,,,,555,555,555,,GAHHJF_02385
group_152,,DNA primase,1,1,1,1,283,,,,1896,1896,1896,BKCABM_05555,
lipA,lipA,lipoyl synthase,1,1,1,1,281,,,,960,960,960,,GAHHJF_01540
sdhA,sdhA,succinate dehydrogenase flavoprotein subunit,1,1,1,1,280,,,,1899,1899,1899,BKCABM_05455,
group_151,,Lipase chaperone,1,1,1,1,279,,,,960,960,960,BKCABM_10895,
frr,frr,ribosome recycling factor,1,1,1,1,278,,,,555,555,555,BKCABM_10700,
group_148,,p-benzoquinone reductase,1,1,1,1,273,,,,555,555,555,BKCABM_05720,
folE,folE,GTP cyclohydrolase I FolE,1,1,1,1,272,,,,555,555,555,BKCABM_05095,
group_147,,Cytochrome b561 bacterial/Ni-hydrogenase domain-containing protein,1,1,1,1,271,,,,555,555,555,BKCABM_04395,
acoA,acoA,TPP-dependent pyruvate or acetoin dehydrogenase subunit alpha,1,1,1,1,269,,,,963,963,963,,GAHHJF_01535
group_145,,Tim44-like domain-containing protein,1,1,1,1,266,,,,963,963,963,BKCABM_04980,
group_142,,Thioredoxin domain-containing protein,1,1,1,1,262,,,,561,561,561,,GAHHJF_10845
group_141,,YcxB-like protein domain-containing protein,1,1,1,1,261,,,,561,561,561,,GAHHJF_11065
yceD,yceD,Large ribosomal RNA subunit accumulation protein YceD,1,1,1,1,259,,,,561,561,561,,GAHHJF_10785
group_140,,Carbonate dehydratase,1,1,1,1,256,,,,561,561,561,,GAHHJF_02160
terC,terC,TerC family integral membrane protein,1,1,1,1,253,,,,969,969,969,,GAHHJF_01575
tkt,tkt,transketolase,1,1,1,1,252,,,,1983,1983,1983,,GAHHJF_01450
zipA,zipA,Cell division protein ZipA,1,1,1,1,251,,,,972,972,972,,GAHHJF_10870
maf,maf,dTTP/UTP pyrophosphatase,1,1,1,1,247,,,,567,567,567,,GAHHJF_10945
group_134,,hypothetical protein,1,1,1,1,245,,,,972,972,972,BKCABM_05835,
group_133,,Flavoprotein,1,1,1,1,244,,,,564,564,564,BKCABM_10940,
group_132,,Alpha/beta fold hydrolase,1,1,1,1,243,,,,2007,2007,2007,BKCABM_11165,
group_131,,Biotin carboxylase / Biotin carboxyl carrier protein,1,1,1,1,241,,,,1992,1992,1992,BKCABM_04225,
group_130,,AB hydrolase-1 domain-containing protein,1,1,1,1,237,,,,2004,2004,2004,,GAHHJF_01900
group_129,,Octaprenyl-diphosphate synthase,1,1,1,1,234,,,,978,978,978,BKCABM_05775,
group_128,,Flavodoxin,1,1,1,1,233,,,,567,567,567,BKCABM_05535,
group_127,,Enoyl reductase (ER) domain-containing protein,1,1,1,1,232,,,,978,978,978,BKCABM_05155,
group_126,,HTH tetR-type domain-containing protein,1,1,1,1,231,,,,567,567,567,BKCABM_04560,
group_125,,Chromate transporter,1,1,1,1,230,,,,570,570,570,,GAHHJF_11010
fadH,fadH,24-dienoyl-CoA reductase,1,1,1,1,228,,,,2025,2025,2025,BKCABM_10550,
group_123,,HTH tetR-type domain-containing protein,1,1,1,1,226,,,,570,570,570,,GAHHJF_11325
areA,areA,AreA,1,1,1,1,224,,,,981,981,981,,GAHHJF_02120
ligA,ligA,NAD-dependent DNA ligase LigA,1,1,1,1,223,,,,2031,2031,2031,,GAHHJF_10865
fxsA,fxsA,FxsA protein,1,1,1,1,222,,,,570,570,570,,GAHHJF_01470
bamD,bamD,Outer membrane protein assembly factor BamD,1,1,1,1,218,,,,984,984,984,BKCABM_05550,
astE,astE,succinylglutamate desuccinylase,1,1,1,1,216,,,,987,987,987,,GAHHJF_11275
fabD,fabD,ACP S-malonyltransferase,1,1,1,1,215,,,,987,987,987,,GAHHJF_10775
group_122,,Site-specific recombinase,1,1,1,1,214,,,,2055,2055,2055,BKCABM_05780,
group_121,,SsuA/THI5-like domain-containing protein,1,1,1,1,213,,,,987,987,987,,GAHHJF_01940
group_120,,Enoyl reductase (ER) domain-containing protein,1,1,1,1,212,,,,987,987,987,,GAHHJF_01810
metG,metG,methionine--tRNA ligase,1,1,1,1,211,,,,2070,2070,2070,,GAHHJF_11245
moaA,moaA,GTP 3'8-cyclase MoaA,1,1,1,1,209,,,,987,987,987,BKCABM_04745,
lysR,lysR,DNA-binding transcriptional regulator LysR family,1,1,1,1,203,,,,990,990,990,BKCABM_05265,
katE,katE,Catalase,1,1,1,1,202,,,,2085,2085,2085,,GAHHJF_01550
group_118,,Restriction endonuclease type IV Mrr domain-containing protein,1,1,1,1,199,,,,993,993,993,BKCABM_10790,
group_117,bioB,biotin synthase BioB,1,1,1,1,198,,,,993,993,993,BKCABM_04195,
group_115,,DJ-1/PfpI domain-containing protein,1,1,1,1,195,,,,579,579,579,,GAHHJF_11030
group_114,,TonB-dependent siderophore receptor,1,1,1,1,192,,,,2106,2106,2106,,GAHHJF_01950
group_113,,Trimeric autotransporter adhesin YadA-like C-terminal membrane anchor domain-containing protein,1,1,1,1,191,,,,2106,2106,2106,BKCABM_05760,
group_112,,glycosyl transferase family protein,1,1,1,1,190,,,,996,996,996,BKCABM_04480,
yfiO,yfiO,Outer membrane assembly lipoprotein YfiO,1,1,1,1,188,,,,2115,2115,2115,BKCABM_10995,
group_111,,TonB-dependent receptor plug domain-containing protein,1,1,1,1,187,,,,2118,2118,2118,,GAHHJF_01650
group_110,,HTH tetR-type domain-containing protein,1,1,1,1,184,,,,579,579,579,BKCABM_05180,
rnhB,rnhB,ribonuclease HII,1,1,1,1,183,,,,579,579,579,BKCABM_04380,
yceI,yceI,Polyisoprenoid-binding periplasmic protein YceI,1,1,1,1,182,,,,582,582,582,,GAHHJF_01445
pth,pth,aminoacyl-tRNA hydrolase,1,1,1,1,181,,,,582,582,582,BKCABM_05610,
lolB,lolB,lipoprotein insertase outer membrane protein LolB,1,1,1,1,180,,,,582,582,582,BKCABM_05570,
group_109,,Flavodoxin-like fold domain-containing protein,1,1,1,1,179,,,,582,582,582,BKCABM_04150,
mltB,mltB,lytic murein transglycosylase B,1,1,1,1,177,,,,1002,1002,1002,BKCABM_04810,
add,add,adenosine deaminase,1,1,1,1,176,,,,1002,1002,1002,BKCABM_04405,
trpG,trpG,Anthranilate synthase component 2,1,1,1,1,175,,,,585,585,585,BKCABM_05055,
cvpA,cvpA,CvpA family protein,1,1,1,1,174,,,,585,585,585,BKCABM_04065,
pfkB,pfkB,Carbohydrate kinase PfkB domain-containing protein,1,1,1,1,173,,,,1005,1005,1005,,GAHHJF_02480
group_108,,TonB-dependent siderophore receptor,1,1,1,1,172,,,,2172,2172,2172,,GAHHJF_01705
yccS,yccS,Integral membrane protein YccS N-terminal domain-containing protein,1,1,1,1,171,,,,2175,2175,2175,,GAHHJF_11060
group_107,,Phospholipid/glycerol acyltransferase domain-containing protein,1,1,1,1,170,,,,588,588,588,,GAHHJF_01710
pcaI,pcaI,3-oxoadipate CoA-transferase subunit A,1,1,1,1,169,,,,687,687,687,,GAHHJF_02030
pcaJ,pcaJ,3-oxoadipate CoA-transferase subunit B,1,1,1,1,168,,,,660,660,660,,GAHHJF_02025
pcaF,pcaF,3-oxoadipyl-CoA thiolase,1,1,1,1,167,,,,1209,1209,1209,,GAHHJF_02020
group_106,,Bacterial collagen-like protein middle domain-containing protein,1,1,1,1,166,,,,1008,1008,1008,,GAHHJF_12025
scpB,scpB,SMC-Scp complex subunit ScpB,1,1,1,1,165,,,,591,591,591,,GAHHJF_10810
ahpF,ahpF,alkyl hydroperoxide reductase subunit F,1,1,1,1,164,,,,1566,1566,1566,BKCABM_04590,
group_105,,Colicin V synthesis protein,1,1,1,1,163,,,,591,591,591,,GAHHJF_02635
group_104,,CSD domain-containing protein,1,1,1,1,162,,,,591,591,591,BKCABM_11190,
rlmL,rlmL,bifunctional 23S rRNA (guanine(2069)-N(7))-methyltransferase RlmK/23S rRNA (guanine(2445)-N(2))-methyltransferase RlmL,1,1,1,1,161,,,,2205,2205,2205,BKCABM_04285,
group_103,lysE,LysE family translocator,1,1,1,1,160,,,,594,594,594,,GAHHJF_11210
group_102,,TonB-dependent siderophore receptor,1,1,1,1,159,,,,2217,2217,2217,,GAHHJF_01845
group_101,,hypothetical protein,1,1,1,1,158,,,,93,93,93,BKCABM_04705,
group_100,,TonB-dependent siderophore receptor,1,1,1,1,157,,,,2223,2223,2223,BKCABM_10780,
matE,matE,Multidrug transporter MatE,1,1,1,1,156,,,,594,594,594,BKCABM_10615,
group_99,,Serine kinase,1,1,1,1,155,,,,1011,1011,1011,,GAHHJF_01965
prmB,prmB,50S ribosomal protein L3 N(5)-glutamine methyltransferase,1,1,1,1,154,,,,1011,1011,1011,,GAHHJF_01440
group_98,,DUF91 domain-containing protein,1,1,1,1,153,,,,1011,1011,1011,,GAHHJF_01360
aroA,aroA,bifunctional prephenate dehydrogenase/3-phosphoshikimate 1-carboxyvinyltransferase,1,1,1,1,152,,,,2250,2250,2250,BKCABM_04450,
group_97,,Heme utilization protein,1,1,1,1,151,,,,2256,2256,2256,,GAHHJF_11195
group_96,,hypothetical protein,1,1,1,1,150,,,,108,108,108,BKCABM_11020,
clpA,clpA,ATP-dependent Clp protease ATP-binding subunit ClpA,1,1,1,1,149,,,,2277,2277,2277,,GAHHJF_02425
bioB,bioB,biotin synthase BioB,1,1,1,1,148,,,,1014,1014,1014,,GAHHJF_01490
group_95,,Zinc-type alcohol dehydrogenase-like protein,1,1,1,1,147,,,,1014,1014,1014,,GAHHJF_01980
group_94,,DUF1631 domain-containing protein,1,1,1,1,146,,,,597,597,597,BKCABM_04630,
group_93,,hypothetical protein,1,1,1,1,145,,,,126,126,126,BKCABM_10885,
trpS,trpS,tryptophan--tRNA ligase,1,1,1,1,144,,,,1014,1014,1014,BKCABM_05400,
araC,araC,AraC family transcriptional regulator,1,1,1,1,143,,,,600,600,600,,GAHHJF_01695
group_92,,hypothetical protein,1,1,1,1,142,,,,129,129,129,BKCABM_04020,
group_91,yajC,Preprotein translocase subunit YajC,1,1,1,1,141,,,,132,132,132,,GAHHJF_11480
